,html,is_article
136,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--lead-bucket--1SvaGpWk WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-top--1BeJOQqt styles--padding-top--2WzISCk5 WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001411256""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-4--2dw6NZJL typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/finance/investing/hedge-funds-alt-funds-high-costs-6738bc51?mod=hp_jr_pos2""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Hedge Funds for the Masses Deliver Ho-Hum Returns—and Have High Costs</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
137,"<a class="""" href=""https://www.wsj.com/finance/investing/hedge-funds-alt-funds-high-costs-6738bc51?mod=hp_jr_pos2""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Hedge Funds for the Masses Deliver Ho-Hum Returns—and Have High Costs</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
138,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--lead-bucket--1SvaGpWk WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-top--1BeJOQqt styles--padding-top--2WzISCk5 WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""SB12085933299880494578804590410652460561406""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-4--2dw6NZJL typography--serif-display--ZXeuhS5E""><a class="""" href=""https://www.wsj.com/finance/stocks/stocks-rose-21-percent-2023-138d2168?mod=hp_jr_pos3""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Stock Funds Rose 21% in 2023</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a></h3></article>",1
139,"<a class="""" href=""https://www.wsj.com/finance/stocks/stocks-rose-21-percent-2023-138d2168?mod=hp_jr_pos3""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Stock Funds Rose 21% in 2023</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a>",2
140,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/news/cmo-today?mod=hp_minor_strap_1""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">CMO</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
141,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001468700""><a aria-label=""Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/rocket-cos-hires-former-airbnb-cmo-jonathan-mildenhall-as-its-cmo-3acfbc50?mod=hp_minor_pos1"" tabindex=""0""><img alt=""Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908265?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908265?width=180&amp;height=120, https://images.wsj.net/im-908265?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908265?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908265?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/rocket-cos-hires-former-airbnb-cmo-jonathan-mildenhall-as-its-cmo-3acfbc50?mod=hp_minor_pos1""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a></h3></article>",1
142,"<a aria-label=""Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/rocket-cos-hires-former-airbnb-cmo-jonathan-mildenhall-as-its-cmo-3acfbc50?mod=hp_minor_pos1"" tabindex=""0""><img alt=""Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908265?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908265?width=180&amp;height=120, https://images.wsj.net/im-908265?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908265?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908265?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO"" width=""180""/></a>",0
143,"<a class="""" href=""https://www.wsj.com/articles/rocket-cos-hires-former-airbnb-cmo-jonathan-mildenhall-as-its-cmo-3acfbc50?mod=hp_minor_pos1""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Rocket Cos. Hires Former Airbnb CMO Jonathan Mildenhall as Its CMO</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a>",2
144,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001467684""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/pop-tarts-devoured-mascot-may-live-to-be-eaten-again-acda8820?mod=hp_minor_pos2""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Pop-Tarts’ Devoured Mascot May Live to Be Eaten Again</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a></h3></article>",1
145,"<a class="""" href=""https://www.wsj.com/articles/pop-tarts-devoured-mascot-may-live-to-be-eaten-again-acda8820?mod=hp_minor_pos2""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Pop-Tarts’ Devoured Mascot May Live to Be Eaten Again</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a>",2
146,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001444278""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/why-max-decided-to-lose-hbo-in-its-name-4d888c96?mod=hp_minor_pos3""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Why Max Decided to Lose ‘HBO’ in Its Name</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a></h3></article>",1
147,"<a class="""" href=""https://www.wsj.com/articles/why-max-decided-to-lose-hbo-in-its-name-4d888c96?mod=hp_minor_pos3""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Why Max Decided to Lose ‘HBO’ in Its Name</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a>",2
148,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/news/cio-journal?mod=hp_minor_strap_2""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">CIO</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
149,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001469231""><a aria-label=""Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/health-insurers-invest-in-digital-to-boost-drug-by-mail-delivery-d8927a8b?mod=hp_minor_pos4"" tabindex=""0""><img alt=""Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908375?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908375?width=180&amp;height=120, https://images.wsj.net/im-908375?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908375?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908375?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/health-insurers-invest-in-digital-to-boost-drug-by-mail-delivery-d8927a8b?mod=hp_minor_pos4""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
150,"<a aria-label=""Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/health-insurers-invest-in-digital-to-boost-drug-by-mail-delivery-d8927a8b?mod=hp_minor_pos4"" tabindex=""0""><img alt=""Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908375?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908375?width=180&amp;height=120, https://images.wsj.net/im-908375?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908375?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908375?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery"" width=""180""/></a>",0
151,"<a class="""" href=""https://www.wsj.com/articles/health-insurers-invest-in-digital-to-boost-drug-by-mail-delivery-d8927a8b?mod=hp_minor_pos4""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Health Insurers Invest in Digital to Boost Drug-by-Mail Delivery</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
152,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001456751""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/sustainable-energy-goals-require-public-investment-in-emerging-technologies-bcg-chair-says-97c07560?mod=hp_minor_pos5""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Sustainable Energy Goals Require Public Investment in Emerging Technologies, BCG Chair Says</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
153,"<a class="""" href=""https://www.wsj.com/articles/sustainable-energy-goals-require-public-investment-in-emerging-technologies-bcg-chair-says-97c07560?mod=hp_minor_pos5""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Sustainable Energy Goals Require Public Investment in Emerging Technologies, BCG Chair Says</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
154,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001448434""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/how-did-companies-use-generative-ai-in-2023-heres-a-look-at-five-early-adopters-6e09c6b3?mod=hp_minor_pos6""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">How Did Companies Use Generative AI in 2023? Here’s a Look at Five Early Adopters.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">8 min read</span></span></span></a></h3></article>",1
155,"<a class="""" href=""https://www.wsj.com/articles/how-did-companies-use-generative-ai-in-2023-heres-a-look-at-five-early-adopters-6e09c6b3?mod=hp_minor_pos6""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">How Did Companies Use Generative AI in 2023? Here’s a Look at Five Early Adopters.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">8 min read</span></span></span></a>",2
156,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/news/cfo-journal?mod=hp_minor_strap_3""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">CFO</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
157,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001448341""><a aria-label=""As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/as-cfos-prepare-for-an-unpredictable-2024-heres-what-tops-their-checklists-546db27e?mod=hp_minor_pos7"" tabindex=""0""><img alt=""As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-904043?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-904043?width=180&amp;height=120, https://images.wsj.net/im-904043?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-904043?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-904043?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/as-cfos-prepare-for-an-unpredictable-2024-heres-what-tops-their-checklists-546db27e?mod=hp_minor_pos7""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a></h3></article>",1
158,"<a aria-label=""As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/as-cfos-prepare-for-an-unpredictable-2024-heres-what-tops-their-checklists-546db27e?mod=hp_minor_pos7"" tabindex=""0""><img alt=""As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-904043?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-904043?width=180&amp;height=120, https://images.wsj.net/im-904043?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-904043?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-904043?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists"" width=""180""/></a>",0
159,"<a class="""" href=""https://www.wsj.com/articles/as-cfos-prepare-for-an-unpredictable-2024-heres-what-tops-their-checklists-546db27e?mod=hp_minor_pos7""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">As CFOs Prepare for an Unpredictable 2024, Here’s What Tops Their Checklists</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a>",2
160,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001443866""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/what-happened-in-m-a-in-2023-and-whats-ahead-in-five-charts-236b2dbf?mod=hp_minor_pos8""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">What Happened in M&amp;A in 2023, and What’s Ahead, in Five Charts</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a></h3></article>",1
161,"<a class="""" href=""https://www.wsj.com/articles/what-happened-in-m-a-in-2023-and-whats-ahead-in-five-charts-236b2dbf?mod=hp_minor_pos8""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">What Happened in M&amp;A in 2023, and What’s Ahead, in Five Charts</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">6 min read</span></span></span></a>",2
162,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001445005""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/finance-executives-hope-certainty-is-ahead-on-esg-disclosures-c740d5e7?mod=hp_minor_pos9""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Finance Executives Hope Certainty Is Ahead on ESG Disclosures</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a></h3></article>",1
163,"<a class="""" href=""https://www.wsj.com/articles/finance-executives-hope-certainty-is-ahead-on-esg-disclosures-c740d5e7?mod=hp_minor_pos9""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Finance Executives Hope Certainty Is Ahead on ESG Disclosures</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a>",2
164,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/news/risk-compliance-journal?mod=hp_minor_strap_4""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Risk &amp; Compliance</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
165,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-WSJ-0001469533""><a aria-label=""Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/top-bank-regulator-takes-on-drive-fast-crash-risk-culture-33d30d22?mod=hp_minor_pos10"" tabindex=""0""><img alt=""Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908345?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908345?width=180&amp;height=120, https://images.wsj.net/im-908345?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908345?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908345?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture"" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/top-bank-regulator-takes-on-drive-fast-crash-risk-culture-33d30d22?mod=hp_minor_pos10""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a></h3></article>",1
166,"<a aria-label=""Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.wsj.com/articles/top-bank-regulator-takes-on-drive-fast-crash-risk-culture-33d30d22?mod=hp_minor_pos10"" tabindex=""0""><img alt=""Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture"" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.wsj.net/im-908345?width=180&amp;height=120"" srcset=""https://images.wsj.net/im-908345?width=180&amp;height=120, https://images.wsj.net/im-908345?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908345?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908345?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture"" width=""180""/></a>",0
167,"<a class="""" href=""https://www.wsj.com/articles/top-bank-regulator-takes-on-drive-fast-crash-risk-culture-33d30d22?mod=hp_minor_pos10""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Top Bank Regulator Takes on ‘Drive Fast, Crash’ Risk Culture</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a>",2
168,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-WSJ-0001432605""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.wsj.com/articles/u-s-prosecutors-can-charge-foreign-officials-with-bribery-under-new-provision-ec3a4dfc?mod=hp_minor_pos11""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">U.S. Prosecutors Can Charge Foreign Officials With Bribery Under New Provision</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a></h3></article>",1
169,"<a class="""" href=""https://www.wsj.com/articles/u-s-prosecutors-can-charge-foreign-officials-with-bribery-under-new-provision-ec3a4dfc?mod=hp_minor_pos11""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">U.S. Prosecutors Can Charge Foreign Officials With Bribery Under New Provision</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">3 min read</span></span></span></a>",2
170,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""SB12307331806984654780318884471850695889777""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://createsend.com/t/d-4783499252DB24FE2540EF23F30FEDED?mod=hp_minor_pos12""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">The Morning Risk Report</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a></h3></article>",1
171,"<a class="""" href=""https://createsend.com/t/d-4783499252DB24FE2540EF23F30FEDED?mod=hp_minor_pos12""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">The Morning Risk Report</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a>",2
172,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.wsj.com/news/logistics-report?mod=hp_minor_strap_5""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Logistics Report</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
