,html,is_article
168,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/cb45ac64-9785-543c-b12c-6cbdbb347075"" href=""https://www.nytimes.com/2024/01/05/t-magazine/english-pub-lunch.html""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt=""A chef stands at a long dining table and cuts into a massive meat pie, as seated and standing diners look on with their phone cameras."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A chef stands at a long dining table and cuts into a massive meat pie, as seated and standing diners look on with their phone cameras."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/t-magazine/05tmag-threehorse-slide-H4S2-copy/05tmag-threehorse-slide-H4S2-copy-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">Sandra Mickiewicz</span></figcaption></figure><p class=""indicate-hover css-155pfad"">How to Host a Proper English Pub Lunch</p><p class=""summary-class css-1hkeunz"">The chef Margot Henderson discusses gathering friends for a meal at the Three Horseshoes in Somerset, and the perfect winter dessert.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></a>",1
169,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/b51fb5c7-375c-570c-9482-b41d22ab08f0"" href=""https://www.nytimes.com/2024/01/04/arts/television/reacher-women-dad-tv.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A very large man punches his fist through a minivan’s driver’s side window."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A very large man punches his fist through a minivan’s driver’s side window."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/multimedia/04reacher-notebook-wfvj/04reacher-notebook-wfvj-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">‘Reacher’: Women Want What He’s Got. Not Just the Beefcake.</p><p class=""summary-class css-1hkeunz"">The show is more than Dad TV, our critic writes.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section></a></section>",1
170,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/b51fb5c7-375c-570c-9482-b41d22ab08f0"" href=""https://www.nytimes.com/2024/01/04/arts/television/reacher-women-dad-tv.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A very large man punches his fist through a minivan’s driver’s side window."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A very large man punches his fist through a minivan’s driver’s side window."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/multimedia/04reacher-notebook-wfvj/04reacher-notebook-wfvj-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">‘Reacher’: Women Want What He’s Got. Not Just the Beefcake.</p><p class=""summary-class css-1hkeunz"">The show is more than Dad TV, our critic writes.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section></a>",1
171,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A very large man punches his fist through a minivan’s driver’s side window."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A very large man punches his fist through a minivan’s driver’s side window."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/multimedia/04reacher-notebook-wfvj/04reacher-notebook-wfvj-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">‘Reacher’: Women Want What He’s Got. Not Just the Beefcake.</p><p class=""summary-class css-1hkeunz"">The show is more than Dad TV, our critic writes.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></section>",1
172,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/7cf1418a-dd7c-570e-bb84-de86d7abb355"" href=""https://www.nytimes.com/2024/01/06/theater/ani-difranco-hadestown.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A pixelated photo of Ani DiFranco wearing sunglasses"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A pixelated photo of Ani DiFranco wearing sunglasses"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/14/arts/14myten-DiFranco/14myten-DiFranco-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">Ani DiFranco Learned (and Cried) a Lot During Her First Year in N.Y.C.</p><p class=""summary-class css-1hkeunz"">These are ten things she enjoyed.</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a></section>",1
173,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/7cf1418a-dd7c-570e-bb84-de86d7abb355"" href=""https://www.nytimes.com/2024/01/06/theater/ani-difranco-hadestown.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A pixelated photo of Ani DiFranco wearing sunglasses"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A pixelated photo of Ani DiFranco wearing sunglasses"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/14/arts/14myten-DiFranco/14myten-DiFranco-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">Ani DiFranco Learned (and Cried) a Lot During Her First Year in N.Y.C.</p><p class=""summary-class css-1hkeunz"">These are ten things she enjoyed.</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section></a>",1
174,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A pixelated photo of Ani DiFranco wearing sunglasses"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A pixelated photo of Ani DiFranco wearing sunglasses"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/14/arts/14myten-DiFranco/14myten-DiFranco-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">Ani DiFranco Learned (and Cried) a Lot During Her First Year in N.Y.C.</p><p class=""summary-class css-1hkeunz"">These are ten things she enjoyed.</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></section>",1
175,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/725a620d-fd3d-5765-b4f7-8715f5b642fd"" href=""https://www.nytimes.com/2024/01/06/books/review/poor-deer-claire-oshetsky.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt='The cover of ""Poor Deer"" is orange and purple. The top half shows a child in profile; the bottom half, a deer. ' class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt='The cover of ""Poor Deer"" is orange and purple. The top half shows a child in profile; the bottom half, a deer. ' class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/14/books/14claire-oshetsky-600/09claire-oshetsky-600-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""css-ae0yjg""><span class=""css-19zj3jw"">Book Review</span></p><p class=""indicate-hover css-1gb49m4"">‘Poor Deer’ by Claire Oshetsky</p><p class=""summary-class css-1hkeunz"">The novel explores the shadow of a tragedy with devastating consequences.</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></section></a></section>",1
176,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/725a620d-fd3d-5765-b4f7-8715f5b642fd"" href=""https://www.nytimes.com/2024/01/06/books/review/poor-deer-claire-oshetsky.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt='The cover of ""Poor Deer"" is orange and purple. The top half shows a child in profile; the bottom half, a deer. ' class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt='The cover of ""Poor Deer"" is orange and purple. The top half shows a child in profile; the bottom half, a deer. ' class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/14/books/14claire-oshetsky-600/09claire-oshetsky-600-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""css-ae0yjg""><span class=""css-19zj3jw"">Book Review</span></p><p class=""indicate-hover css-1gb49m4"">‘Poor Deer’ by Claire Oshetsky</p><p class=""summary-class css-1hkeunz"">The novel explores the shadow of a tragedy with devastating consequences.</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></section></a>",1
177,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt='The cover of ""Poor Deer"" is orange and purple. The top half shows a child in profile; the bottom half, a deer. ' class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt='The cover of ""Poor Deer"" is orange and purple. The top half shows a child in profile; the bottom half, a deer. ' class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/14/books/14claire-oshetsky-600/09claire-oshetsky-600-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""css-ae0yjg""><span class=""css-19zj3jw"">Book Review</span></p><p class=""indicate-hover css-1gb49m4"">‘Poor Deer’ by Claire Oshetsky</p><p class=""summary-class css-1hkeunz"">The novel explores the shadow of a tragedy with devastating consequences.</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></section>",1
178,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/cc810847-4e46-5eb5-ac0e-627f77aa2de3"" href=""https://www.nytimes.com/2024/01/05/arts/music/amplifier-newsletter-reader-discoveries-2023.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A woman laying on the grass with her hair spread out and sunglasses on, as seen upside down."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A woman laying on the grass with her hair spread out and sunglasses on, as seen upside down."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/multimedia/05amplifier-kvmt/05amplifier-kvmt-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">The Best Songs Our Readers Discovered in 2023</p><p class=""summary-class css-1hkeunz"">Tunes by Labi Siffre, Bessie Banks, the Brat and more.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section></a></section>",1
179,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/cc810847-4e46-5eb5-ac0e-627f77aa2de3"" href=""https://www.nytimes.com/2024/01/05/arts/music/amplifier-newsletter-reader-discoveries-2023.html""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A woman laying on the grass with her hair spread out and sunglasses on, as seen upside down."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A woman laying on the grass with her hair spread out and sunglasses on, as seen upside down."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/multimedia/05amplifier-kvmt/05amplifier-kvmt-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">The Best Songs Our Readers Discovered in 2023</p><p class=""summary-class css-1hkeunz"">Tunes by Labi Siffre, Bessie Banks, the Brat and more.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section></a>",1
180,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A woman laying on the grass with her hair spread out and sunglasses on, as seen upside down."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A woman laying on the grass with her hair spread out and sunglasses on, as seen upside down."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/multimedia/05amplifier-kvmt/05amplifier-kvmt-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure><p class=""indicate-hover css-1gb49m4"">The Best Songs Our Readers Discovered in 2023</p><p class=""summary-class css-1hkeunz"">Tunes by Labi Siffre, Bessie Banks, the Brat and more.</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></section>",1
181,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri="""" href=""https://theathletic.com/""><p class=""css-y8eamz""><span>The Athletic</span></p><span class=""css-t3ges8"">Sports coverage</span></a>",0
182,"<section class=""story-wrapper css-17avoc5""><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""></picture></figure></section>",0
183,"<section class=""story-wrapper css-17avoc5""></section>",0
184,"<section class=""story-wrapper css-17avoc5""></section>",0
185,"<section class=""story-wrapper css-17avoc5""></section>",0
186,"<section class=""css-147kb3k story-wrapper""></section>",0
187,"<section class=""css-147kb3k story-wrapper""></section>",0
188,"<section class=""css-147kb3k story-wrapper""></section>",0
189,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri="""" href=""https://cooking.nytimes.com/""><p class=""css-y8eamz""><span>Cooking</span></p><span class=""css-t3ges8"">Recipes and guides</span></a>",0
190,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
191,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
192,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
193,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
194,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-t4t813""><picture class=""css-hdqqnp""></picture></figure></section>",0
195,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri="""" href=""https://www.nytimes.com/wirecutter/""><p class=""css-y8eamz""><span>Wirecutter</span></p><span class=""css-t3ges8"">Product recommendations</span></a>",0
196,"<section class=""story-wrapper css-17avoc5""><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""></picture></figure></section>",0
197,"<section class=""story-wrapper css-17avoc5""></section>",0
198,"<section class=""story-wrapper css-17avoc5""></section>",0
199,"<section class=""story-wrapper css-17avoc5""></section>",0
200,"<section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/3bd2744e-1d44-5f83-a86b-52978483bff6"" href=""https://www.nytimes.com/2024/01/03/podcasts/oprah-winfrey-and-gayle-kings-iconic-friendship.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""Gayle King and Oprah Winfrey smiling together"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""Gayle King and Oprah Winfrey smiling together"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/04/podcasts/04culturedesk-oprah-gayle/04culturedesk-oprah-gayle-square320-v3.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">The Culture Desk</span></p><p class=""indicate-hover css-66vf3i"">Oprah Winfrey and Gayle King Discuss Their Friendship Secrets</p><p class=""css-n7h4vp"">11<!-- --> min listen</p></a></section>",1
201,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/3bd2744e-1d44-5f83-a86b-52978483bff6"" href=""https://www.nytimes.com/2024/01/03/podcasts/oprah-winfrey-and-gayle-kings-iconic-friendship.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""Gayle King and Oprah Winfrey smiling together"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""Gayle King and Oprah Winfrey smiling together"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/04/podcasts/04culturedesk-oprah-gayle/04culturedesk-oprah-gayle-square320-v3.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">The Culture Desk</span></p><p class=""indicate-hover css-66vf3i"">Oprah Winfrey and Gayle King Discuss Their Friendship Secrets</p><p class=""css-n7h4vp"">11<!-- --> min listen</p></a>",1
202,"<section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/d3d7bcf7-77fb-5eed-9348-5fc8e46357b9"" href=""https://www.nytimes.com/2024/01/05/opinion/ezra-klein-podcast-gloria-mark.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A portrait of Gloria Mark."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A portrait of Gloria Mark."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/opinion/05eks-mark-image/05eks-mark-image-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">Opinion: The Ezra Klein Show</span></p><p class=""indicate-hover css-66vf3i"">Tired? Distracted? Burned Out? Listen to This.</p><p class=""css-n7h4vp"">59<!-- --> min listen</p></a></section>",1
203,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/d3d7bcf7-77fb-5eed-9348-5fc8e46357b9"" href=""https://www.nytimes.com/2024/01/05/opinion/ezra-klein-podcast-gloria-mark.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A portrait of Gloria Mark."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A portrait of Gloria Mark."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/05/opinion/05eks-mark-image/05eks-mark-image-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">Opinion: The Ezra Klein Show</span></p><p class=""indicate-hover css-66vf3i"">Tired? Distracted? Burned Out? Listen to This.</p><p class=""css-n7h4vp"">59<!-- --> min listen</p></a>",1
204,"<section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/3662a8d2-785f-516a-a055-abf69d2ee78f"" href=""https://www.nytimes.com/2024/01/03/podcasts/theculturedesk-resolutions.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""small wooden cube held between two fingers"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""small wooden cube held between two fingers"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/03/podcasts/03CultureDesk-resolutions/03CultureDesk-resolutions-square320-v2.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">The Culture Desk</span></p><p class=""indicate-hover css-66vf3i"">How to Get Better at Resolutions</p><p class=""css-n7h4vp"">6<!-- --> min listen</p></a></section>",1
205,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/3662a8d2-785f-516a-a055-abf69d2ee78f"" href=""https://www.nytimes.com/2024/01/03/podcasts/theculturedesk-resolutions.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""small wooden cube held between two fingers"" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""small wooden cube held between two fingers"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/03/podcasts/03CultureDesk-resolutions/03CultureDesk-resolutions-square320-v2.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">The Culture Desk</span></p><p class=""indicate-hover css-66vf3i"">How to Get Better at Resolutions</p><p class=""css-n7h4vp"">6<!-- --> min listen</p></a>",1
206,"<section class=""story-wrapper css-5rwu3a""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/efdf6a54-3fd5-5840-893c-85bd1ea0a29c"" href=""https://www.nytimes.com/2024/01/02/opinion/economy-bad-vibes-storytelling.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A photo illustration in cream and green shows a woman in a dress and heels pushing a full grocery cart."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A photo illustration in cream and green shows a woman in a dress and heels pushing a full grocery cart."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/02/opinion/02opinions-cottom-image/02opinions-cottom-image-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">The Opinions</span></p><p class=""indicate-hover css-66vf3i"">What the ‘Bad Vibes’ Story About the Economy Misses</p><p class=""css-n7h4vp"">8<!-- --> min listen</p></a></section>",1
207,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/efdf6a54-3fd5-5840-893c-85bd1ea0a29c"" href=""https://www.nytimes.com/2024/01/02/opinion/economy-bad-vibes-storytelling.html""><span class=""css-xjgzgm""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""A photo illustration in cream and green shows a woman in a dress and heels pushing a full grocery cart."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""A photo illustration in cream and green shows a woman in a dress and heels pushing a full grocery cart."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/02/opinion/02opinions-cottom-image/02opinions-cottom-image-square320.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></span><p class=""css-ae0yjg""><span class=""css-19zj3jw"">The Opinions</span></p><p class=""indicate-hover css-66vf3i"">What the ‘Bad Vibes’ Story About the Economy Misses</p><p class=""css-n7h4vp"">8<!-- --> min listen</p></a>",1
208,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/c526680a-46b9-5c63-8313-c3aefb0c2df3"" href=""https://www.nytimes.com/games/wordle/index.html""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Wordle</p><p class=""summary-class css-1hkeunz"">Guess the 5-letter word with 6 chances.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2022/03/02/crosswords/alpha-wordle-icon-new/alpha-wordle-icon-new-square320-v3.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",0
209,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/c526680a-46b9-5c63-8313-c3aefb0c2df3"" href=""https://www.nytimes.com/games/wordle/index.html""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Wordle</p><p class=""summary-class css-1hkeunz"">Guess the 5-letter word with 6 chances.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2022/03/02/crosswords/alpha-wordle-icon-new/alpha-wordle-icon-new-square320-v3.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",0
210,"<section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Wordle</p><p class=""summary-class css-1hkeunz"">Guess the 5-letter word with 6 chances.</p></section>",0
211,"<section class=""css-147kb3k story-wrapper""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/c07a5d4d-90c9-56d6-977b-a94720c47fed"" href=""https://www.nytimes.com/spotlight/connections-companion""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Connections Companion</p><p class=""summary-class css-1hkeunz"">In case you need some puzzle help.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""An illustration of a person giving a figure a thumbs up."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""An illustration of a person giving a figure a thumbs up."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2023/10/19/crosswords/19connections-column-133/19connections-column-133-square320-v2.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",0
212,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/c07a5d4d-90c9-56d6-977b-a94720c47fed"" href=""https://www.nytimes.com/spotlight/connections-companion""><section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Connections Companion</p><p class=""summary-class css-1hkeunz"">In case you need some puzzle help.</p></section><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (max-width: 600px)""/><img alt=""An illustration of a person giving a figure a thumbs up."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""An illustration of a person giving a figure a thumbs up."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2023/10/19/crosswords/19connections-column-133/19connections-column-133-square320-v2.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",0
213,"<section class=""css-147kb3k story-wrapper""><p class=""indicate-hover css-66vf3i"">Connections Companion</p><p class=""summary-class css-1hkeunz"">In case you need some puzzle help.</p></section>",0
